month,day,campaign_number,user_engagement,banner,placement,displays,cost,clicks,revenue,post_click_conversions,post_click_sales_amount,,
April,13,camp 3,High,240 x 400,mno,12874,3,21,1.1137,0,0,,
April,13,camp 3,Low,240 x 400,def,4394,0.2934,9,0.476,0,0,,
April,13,camp 3,Low,240 x 400,ghi,2641,1.9022,26,1.3753,0,0,,
April,13,camp 3,Low,240 x 400,jkl,152,0.0697,2,0.1057,0,0,,
April,13,camp 3,Low,240 x 400,mno,9343,0.305,8,0.4241,0,0,,
April,13,camp 3,Medium,240 x 400,def,11536,1.0861,47,2.4862,0,0,,
April,13,camp 3,Medium,240 x 400,ghi,8936,6.9824,107,5.661,0,0,,
April,13,camp 3,Medium,240 x 400,jkl,1340,0.6051,16,0.8463,0,0,,
April,13,camp 3,Medium,240 x 400,mno,23976,1.3868,51,2.6978,1,104.4742,,
April,13,camp 3,High,300 x 250,def,3789,1.0704,3,0.1586,0,0,,
April,13,camp 3,High,300 x 250,ghi,782,0.4712,11,0.5818,0,0,,
April,13,camp 3,High,300 x 250,jkl,270,0.1696,0,0,0,0,,
April,13,camp 3,High,300 x 250,mno,23000,5.6828,80,4.2337,11,8457.505,,
April,13,camp 3,Low,300 x 250,abc,1,0.002,0,0,0,0,,
April,13,camp 3,Low,300 x 250,def,13754,0.6138,68,3.598,0,0,,
April,13,camp 3,Low,300 x 250,ghi,481,0.2759,13,0.6876,0,0,,
April,13,camp 3,Low,300 x 250,jkl,8,0.0021,0,0,0,0,,
April,13,camp 3,Low,300 x 250,mno,35709,1.3768,107,5.661,0,0,,
April,13,camp 3,Medium,300 x 250,abc,7,0.0086,0,0,0,0,,
April,13,camp 3,Medium,300 x 250,def,19688,1.7706,134,7.0922,0,0,,
April,13,camp 3,Medium,300 x 250,ghi,1703,0.9357,42,2.2236,0,0,,
April,13,camp 3,Medium,300 x 250,jkl,53,0.0233,2,0.1057,0,0,,
April,13,camp 3,Medium,300 x 250,mno,69975,4.6217,204,10.7931,1,59.1244,,
April,13,camp 3,High,468 x 60,def,63,0.0103,1,0.0528,0,0,,
April,13,camp 3,High,468 x 60,ghi,1,0.0003,0,0,0,0,,
April,13,camp 3,High,468 x 60,mno,184,0.0089,0,0,0,0,,
April,13,camp 3,Low,468 x 60,def,67,0.0023,0,0,0,0,,
April,13,camp 3,Low,468 x 60,ghi,2,0.0007,0,0,0,0,,
April,13,camp 3,Low,468 x 60,mno,109,0.001,0,0,0,0,,
April,13,camp 3,Medium,468 x 60,def,170,0.0109,0,0,0,0,,
April,13,camp 3,Medium,468 x 60,ghi,2,0.0007,0,0,0,0,,
April,13,camp 3,Medium,468 x 60,mno,378,0.0043,1,0.0528,0,0,,
April,13,camp 3,High,580 x 400,mno,4937,1.8621,18,0.9531,2,399.9568,,
April,13,camp 3,Low,580 x 400,mno,4804,0.2677,25,1.3234,0,0,,
April,13,camp 3,Medium,580 x 400,mno,10456,1.0956,125,6.6122,0,0,,
April,13,camp 3,High,670 x 90,def,423,0.1235,1,0.0528,0,0,,
April,13,camp 3,High,670 x 90,ghi,130,0.0839,1,0.0528,0,0,,
April,13,camp 3,High,670 x 90,jkl,43,0.0265,0,0,0,0,,
April,13,camp 3,High,670 x 90,mno,1531,0.2315,2,0.1067,0,0,,
April,13,camp 3,Low,670 x 90,def,349,0.0397,1,0.0528,0,0,,
April,13,camp 3,Low,670 x 90,ghi,42,0.0462,0,0,0,0,,
April,13,camp 3,Low,670 x 90,mno,1905,0.0363,4,0.2115,0,0,,
April,13,camp 3,Medium,670 x 90,def,1325,0.1871,12,0.6347,0,0,,
April,13,camp 3,Medium,670 x 90,ghi,145,0.1176,0,0,0,0,,
April,13,camp 3,Medium,670 x 90,jkl,38,0.0267,1,0.0528,0,0,,
April,13,camp 3,Medium,670 x 90,mno,4520,0.1684,13,0.6876,0,0,,
April,13,camp 3,High,728 x 90,def,6688,1.4697,10,0.5289,1,9.6539,,
April,13,camp 3,High,728 x 90,ghi,1153,1.1562,3,0.1586,0,0,,
April,13,camp 3,High,728 x 90,jkl,2152,0.8051,2,0.1057,0,0,,
April,13,camp 3,High,728 x 90,mno,23149,4.4939,29,1.535,3,24.7719,,
April,13,camp 3,High,728 x 90,#N/A,1,0.0008,0,0,0,0,,
April,13,camp 3,Low,728 x 90,def,5009,0.4324,19,1.005,0,0,,
April,13,camp 3,Low,728 x 90,ghi,342,0.346,1,0.0528,0,0,,
April,13,camp 3,Low,728 x 90,jkl,122,0.0394,1,0.0528,0,0,,
April,13,camp 3,Low,728 x 90,mno,37088,1.4179,77,4.0731,0,0,,
April,13,camp 3,Medium,728 x 90,abc,4,0.006,0,0,0,0,,
April,13,camp 3,Medium,728 x 90,def,17012,1.9847,75,3.9683,0,0,,
April,13,camp 3,Medium,728 x 90,ghi,1123,1.0596,10,0.5289,1,167.0795,,
April,13,camp 3,Medium,728 x 90,jkl,1253,0.405,14,0.7405,1,16.9274,,
April,13,camp 3,Medium,728 x 90,mno,81552,4.8956,227,12.0108,1,43.4135,,
April,13,camp 3,Medium,728 x 90,#N/A,2,0.0016,0,0,0,0,,
April,13,camp 3,High,800 x 250,mno,1,0.0001,0,0,0,0,,
April,13,camp 3,Medium,800 x 250,mno,1,0.0003,0,0,0,0,,
April,14,camp 1,High,160 x 600,abc,19,0.0308,0,0,0,0,,
April,14,camp 1,High,160 x 600,def,20133,23.5782,133,25,31,1622.7716,,
April,14,camp 1,High,160 x 600,ghi,15529,28.8462,138,26,30,1656.7822,,
April,14,camp 1,High,160 x 600,mno,156190,193.2542,1159,218,644,31853.8991,,
April,14,camp 1,Low,160 x 600,def,380,0.0415,1,0.1884,0,0,,
April,14,camp 1,Low,160 x 600,ghi,11,0.0193,0,0,0,0,,
April,14,camp 1,Low,160 x 600,mno,2059,0.4026,7,1.3194,1,56.8864,,
April,14,camp 1,Medium,160 x 600,abc,1,0.0017,0,0,0,0,,
April,14,camp 1,Medium,160 x 600,def,2411,1.211,9,1.6964,3,333.1322,,
April,14,camp 1,Medium,160 x 600,ghi,477,0.8656,6,1.1309,1,95.448,,
April,14,camp 1,Medium,160 x 600,mno,17344,8.8901,117,22.0527,4,290.6702,,
April,14,camp 1,High,240 x 400,def,51060,46.6034,253,47,65,4317.6011,,
April,14,camp 1,High,240 x 400,ghi,426231,388.0134,10211,1924,2790,151762.9474,,
April,14,camp 1,High,240 x 400,jkl,55374,27.306,494,93,171,9224.9505,,
April,14,camp 1,High,240 x 400,mno,153240,390.7116,1585,298,706,37998.147,,
April,14,camp 1,Low,240 x 400,def,402,0.0664,1,0.1884,0,0,,
April,14,camp 1,Low,240 x 400,ghi,1134,0.8649,12,2.2619,0,0,,
April,14,camp 1,Low,240 x 400,jkl,244,0.1086,3,0.5654,0,0,,
April,14,camp 1,Low,240 x 400,mno,953,0.2564,0,0,0,0,,
April,14,camp 1,Medium,240 x 400,def,4929,1.8543,22,4.1469,0,0,,
April,14,camp 1,Medium,240 x 400,ghi,23202,20.5663,817,154.0051,75,3373.6118,,
April,14,camp 1,Medium,240 x 400,jkl,3660,1.7707,45,8.4824,2,419.8823,,
April,14,camp 1,Medium,240 x 400,mno,11590,11.1002,109,20.5464,11,629.5745,,
April,14,camp 1,High,300 x 250,abc,44,0.0853,0,0,0,0,,
April,14,camp 1,High,300 x 250,def,40847,42.3415,221,41,146,6038.6063,,
April,14,camp 1,High,300 x 250,ghi,60266,42.5293,931,175,307,18440.9835,,
April,14,camp 1,High,300 x 250,jkl,6404,3.8079,37,7,17,771.5549,,
April,14,camp 1,High,300 x 250,mno,263128,338.358,1657,312,705,39268.4984,,
April,14,camp 1,Low,300 x 250,def,277,0.0707,1,0.1884,0,0,,
April,14,camp 1,Low,300 x 250,ghi,145,0.0832,1,0.1884,0,0,,
April,14,camp 1,Low,300 x 250,jkl,19,0.0124,0,0,0,0,,
April,14,camp 1,Low,300 x 250,mno,2406,0.4232,15,2.8276,3,336.5555,,
April,14,camp 1,Medium,300 x 250,abc,6,0.0108,0,0,0,0,,
April,14,camp 1,Medium,300 x 250,def,3481,2.0694,34,6.4089,2,257.4093,,
April,14,camp 1,Medium,300 x 250,ghi,2548,1.6768,80,15.08,0,0,,
April,14,camp 1,Medium,300 x 250,jkl,463,0.2922,6,1.1309,0,0,,
April,14,camp 1,Medium,300 x 250,mno,26205,12.9633,201,37.8883,16,904.6489,,
April,14,camp 1,High,468 x 60,def,1233,0.5804,4,0,3,113.6382,,
April,14,camp 1,High,468 x 60,ghi,721,0.2912,0,0,0,0,,
April,14,camp 1,High,468 x 60,jkl,12,0.0079,0,0,0,0,,
April,14,camp 1,High,468 x 60,mno,2842,1.5708,0,0,0,0,,
April,14,camp 1,Low,468 x 60,def,5,0.0011,0,0,0,0,,
April,14,camp 1,Low,468 x 60,ghi,2,0.0008,0,0,0,0,,
April,14,camp 1,Low,468 x 60,mno,7,0.0001,0,0,0,0,,
April,14,camp 1,Medium,468 x 60,def,89,0.0536,0,0,0,0,,
April,14,camp 1,Medium,468 x 60,ghi,67,0.027,0,0,0,0,,
April,14,camp 1,Medium,468 x 60,mno,351,0.0799,0,0,0,0,,
April,14,camp 1,High,580 x 400,mno,43972,118.2585,711,134,367,20601.4397,,
April,14,camp 1,Low,580 x 400,mno,282,0.0652,1,0.1885,0,0,,
April,14,camp 1,Medium,580 x 400,mno,3535,3.6903,51,9.6134,15,476.0956,,
April,14,camp 1,High,670 x 90,def,5952,9.9975,45,8,10,566.6426,,
April,14,camp 1,High,670 x 90,ghi,20705,16.399,122,23,36,2289.4014,,
April,14,camp 1,High,670 x 90,jkl,491,0.3527,7,1,6,356.2638,,
April,14,camp 1,High,670 x 90,mno,19243,29.6521,145,27,69,2680.0708,,
April,14,camp 1,Low,670 x 90,def,45,0.0094,0,0,0,0,,
April,14,camp 1,Low,670 x 90,ghi,18,0.013,0,0,0,0,,
April,14,camp 1,Low,670 x 90,jkl,2,0.0011,0,0,0,0,,
April,14,camp 1,Low,670 x 90,mno,197,0.0182,0,0,0,0,,
April,14,camp 1,Medium,670 x 90,def,492,0.3432,3,0.5654,0,0,,
April,14,camp 1,Medium,670 x 90,ghi,973,0.6783,9,1.6964,0,0,,
April,14,camp 1,Medium,670 x 90,jkl,23,0.0155,0,0,0,0,,
April,14,camp 1,Medium,670 x 90,mno,1565,0.8064,9,1.6964,1,30.5772,,
April,14,camp 1,High,728 x 90,abc,41,0.0637,0,0,0,0,,
April,14,camp 1,High,728 x 90,def,82694,93.103,409,77,134,8748.9324,,
April,14,camp 1,High,728 x 90,ghi,238511,315.8673,2776,523,938,49051.1992,,
April,14,camp 1,High,728 x 90,jkl,34460,14.1095,244,46,143,4646.128,,
April,14,camp 1,High,728 x 90,mno,301747,330.2588,1471,277,589,27806.5963,,
April,14,camp 1,High,728 x 90,#N/A,14,0.0112,0,0,0,0,,
April,14,camp 1,Low,728 x 90,def,716,0.1268,2,0.3769,0,0,,
April,14,camp 1,Low,728 x 90,ghi,357,0.4539,6,1.1309,0,0,,
April,14,camp 1,Low,728 x 90,jkl,130,0.0535,1,0.1884,0,0,,
April,14,camp 1,Low,728 x 90,mno,2615,0.4485,8,1.5079,0,0,,
April,14,camp 1,Medium,728 x 90,abc,2,0.0036,0,0,0,0,,
April,14,camp 1,Medium,728 x 90,def,7999,4.398,43,8.1055,1,98.0743,,
April,14,camp 1,Medium,728 x 90,ghi,9632,12.2499,148,27.8981,13,1227.1031,,
April,14,camp 1,Medium,728 x 90,jkl,2660,1.0725,22,4.1469,1,42.5335,,
April,14,camp 1,Medium,728 x 90,mno,31173,13.9105,165,31.1023,17,1155.0838,,
April,14,camp 1,Medium,728 x 90,#N/A,6,0.0048,0,0,0,0,,
April,14,camp 1,High,800 x 250,mno,6,0.0731,0,0,0,0,,
April,14,camp 2,Low,160 x 600,def,6082,0.4919,29,1.1713,0,0,,
April,14,camp 2,Low,160 x 600,ghi,152,0.1988,7,0.2827,0,0,,
April,14,camp 2,Low,160 x 600,mno,39686,4.69,238,9.6134,2,198.1936,,
April,14,camp 2,Medium,160 x 600,abc,5,0.0067,0,0,0,0,,
April,14,camp 2,Medium,160 x 600,def,21765,4.7952,359,14.5006,2,68.4237,,
April,14,camp 2,Medium,160 x 600,ghi,3066,4.9496,66,2.6659,5,216.0349,,
April,14,camp 2,Medium,160 x 600,mno,158978,41.8359,2849,115.0786,52,5025.9752,,
April,14,camp 2,Low,240 x 400,def,10193,1.5469,60,2.4236,2,48.9302,,
April,14,camp 2,Low,240 x 400,ghi,28693,23.658,683,27.5878,7,401.1217,,
April,14,camp 2,Low,240 x 400,jkl,2936,1.387,77,3.1102,1,257.8402,,
April,14,camp 2,Low,240 x 400,mno,24411,3.2344,145,5.8569,2,136.9316,,
April,14,camp 2,Medium,240 x 400,def,56947,14.6985,1311,52.9551,6,304.1187,,
April,14,camp 2,Medium,240 x 400,ghi,239451,212.8815,14566,588.3629,244,15729.924,,
April,14,camp 2,Medium,240 x 400,jkl,25902,12.3021,1076,43.4623,19,1644.7297,,
April,14,camp 2,Medium,240 x 400,mno,110582,46.0516,2096,84.664,32,1599.8785,,
April,14,camp 2,Low,300 x 250,abc,2,0.0055,0,0,0,0,,
April,14,camp 2,Low,300 x 250,def,9515,1.3455,42,1.6965,0,0,,
April,14,camp 2,Low,300 x 250,ghi,4870,3.1813,143,5.7761,0,0,,
April,14,camp 2,Low,300 x 250,jkl,151,0.0952,0,0,0,0,,
April,14,camp 2,Low,300 x 250,mno,55460,6.0012,295,11.9151,5,256.5587,,
April,14,camp 2,Medium,300 x 250,abc,9,0.0148,0,0,0,0,,
April,14,camp 2,Medium,300 x 250,def,34187,12.1995,529,21.368,14,1581.9497,,
April,14,camp 2,Medium,300 x 250,ghi,33932,22.4603,2367,95.6105,15,2209.9082,,
April,14,camp 2,Medium,300 x 250,jkl,1569,0.9393,24,0.9694,1,36.7843,,
April,14,camp 2,Medium,300 x 250,mno,229795,59.4457,3368,136.0408,59,4603.7777,,
April,14,camp 2,Low,468 x 60,def,146,0.0207,1,0.0403,0,0,,
April,14,camp 2,Low,468 x 60,ghi,2,0.0008,0,0,0,0,,
April,14,camp 2,Low,468 x 60,mno,531,0.0109,0,0,0,0,,
April,14,camp 2,Medium,468 x 60,def,755,0.1499,10,0.4039,0,0,,
April,14,camp 2,Medium,468 x 60,ghi,204,0.0824,2,0.0807,1,2.6793,,
April,14,camp 2,Medium,468 x 60,jkl,3,0.0019,0,0,0,0,,
April,14,camp 2,Medium,468 x 60,mno,2210,0.1938,12,0.4847,0,0,,
April,14,camp 2,Low,580 x 400,mno,11358,2.6347,190,7.6746,1,17.167,,
April,14,camp 2,Medium,580 x 400,mno,44308,23.2393,1518,61.3159,29,2628.2505,,
April,14,camp 2,Low,670 x 90,def,699,0.1252,1,0.0403,0,0,,
April,14,camp 2,Low,670 x 90,ghi,445,0.315,2,0.0807,0,0,,
April,14,camp 2,Low,670 x 90,jkl,52,0.0342,0,0,0,0,,
April,14,camp 2,Low,670 x 90,mno,5275,0.4219,17,0.6866,0,0,,
April,14,camp 2,Medium,670 x 90,def,4655,2.0062,86,3.4738,1,55.514,,
April,14,camp 2,Medium,670 x 90,ghi,6378,5.1022,128,5.1703,4,481.6619,,
April,14,camp 2,Medium,670 x 90,jkl,537,0.3756,30,1.2117,0,0,,
April,14,camp 2,Medium,670 x 90,mno,18661,4.3264,204,8.2401,2,370.6315,,
April,14,camp 2,Low,728 x 90,def,15298,2.4069,88,3.5545,0,0,,
April,14,camp 2,Low,728 x 90,ghi,5115,5.7295,94,3.7969,4,125.2852,,
April,14,camp 2,Low,728 x 90,jkl,1838,0.7406,19,0.7674,0,0,,
April,14,camp 2,Low,728 x 90,mno,55513,4.4924,268,10.8252,6,126.6855,,
April,14,camp 2,Low,728 x 90,#N/A,1,0.0008,0,0,0,0,,
April,14,camp 2,Medium,728 x 90,abc,10,0.0136,0,0,0,0,,
April,14,camp 2,Medium,728 x 90,def,79769,25.2292,1147,46.3307,27,1317.4165,,
April,14,camp 2,Medium,728 x 90,ghi,76558,90.3459,2699,109.02,49,4442.6257,,
April,14,camp 2,Medium,728 x 90,jkl,16741,6.9579,333,13.4508,6,303.9169,,
April,14,camp 2,Medium,728 x 90,mno,253716,56.7289,3401,137.3744,47,3227.9568,,
April,14,camp 2,Medium,728 x 90,#N/A,5,0.004,0,0,0,0,,
April,14,camp 2,Medium,800 x 250,mno,7,0.0005,0,0,0,0,,
April,14,camp 3,High,160 x 600,def,2080,0.3308,4,0.2154,0,0,,
April,14,camp 3,High,160 x 600,ghi,26,0.0243,0,0,0,0,,
April,14,camp 3,High,160 x 600,mno,14784,3.0455,30,1.6157,4,151.6881,,
April,14,camp 3,Low,160 x 600,def,5551,0.1883,8,0.4308,2,1143.6527,,
April,14,camp 3,Low,160 x 600,ghi,12,0.0114,0,0,0,0,,
April,14,camp 3,Low,160 x 600,mno,18495,0.7894,39,2.1004,0,0,,
April,14,camp 3,Medium,160 x 600,abc,7,0.0097,0,0,0,0,,
April,14,camp 3,Medium,160 x 600,def,9128,0.5519,27,1.4541,0,0,,
April,14,camp 3,Medium,160 x 600,ghi,39,0.0321,0,0,0,0,,
April,14,camp 3,Medium,160 x 600,mno,38513,3.2382,157,8.4555,2,81.0685,,
April,14,camp 3,High,240 x 400,def,5102,0.9594,15,0.8078,1,303.4243,,
April,14,camp 3,High,240 x 400,ghi,6788,6.0182,64,3.4468,6,521.7528,,
April,14,camp 3,High,240 x 400,jkl,3080,1.4939,9,0.4847,1,274.8994,,
April,14,camp 3,High,240 x 400,mno,10674,2.7228,16,0.8617,1,67.5128,,
April,14,camp 3,Low,240 x 400,def,3508,0.2439,5,0.2692,0,0,,
April,14,camp 3,Low,240 x 400,ghi,2119,1.7059,14,0.7539,0,0,,
April,14,camp 3,Low,240 x 400,jkl,136,0.0657,3,0.1615,0,0,,
April,14,camp 3,Low,240 x 400,mno,7151,0.226,17,0.9155,0,0,,
April,14,camp 3,Medium,240 x 400,def,9219,0.9068,65,3.5007,0,0,,
April,14,camp 3,Medium,240 x 400,ghi,7034,5.727,111,5.9781,1,21.5831,,
April,14,camp 3,Medium,240 x 400,jkl,1212,0.5717,22,1.1848,0,0,,
April,14,camp 3,Medium,240 x 400,mno,18819,1.0944,63,3.3929,0,0,,
April,14,camp 3,High,300 x 250,abc,1,0.0011,0,0,0,0,,
April,14,camp 3,High,300 x 250,def,3648,0.9978,20,1.0771,3,77.7559,,
April,14,camp 3,High,300 x 250,ghi,765,0.4699,8,0.4303,1,7.181,,
April,14,camp 3,High,300 x 250,jkl,183,0.1169,0,0,0,0,,
April,14,camp 3,High,300 x 250,mno,22223,5.5274,75,4.0387,10,1319.0456,,
April,14,camp 3,Low,300 x 250,abc,1,0.002,0,0,0,0,,
April,14,camp 3,Low,300 x 250,def,11957,0.5283,50,2.6928,0,0,,
April,14,camp 3,Low,300 x 250,ghi,475,0.281,7,0.3769,0,0,,
April,14,camp 3,Low,300 x 250,jkl,8,0.0041,0,0,0,0,,
April,14,camp 3,Low,300 x 250,mno,32178,1.2483,52,2.8005,0,0,,
April,14,camp 3,Medium,300 x 250,abc,7,0.0084,0,0,0,0,,
April,14,camp 3,Medium,300 x 250,def,17330,1.543,125,6.7321,1,37.8346,,
April,14,camp 3,Medium,300 x 250,ghi,1419,0.8008,56,3.016,0,0,,
April,14,camp 3,Medium,300 x 250,jkl,36,0.0157,1,0.0538,0,0,,
April,14,camp 3,Medium,300 x 250,mno,64092,4.3767,200,10.7714,2,110.4879,,
April,14,camp 3,High,468 x 60,def,59,0.0091,0,0,0,0,,
April,14,camp 3,High,468 x 60,ghi,1,0.0004,0,0,0,0,,
April,14,camp 3,High,468 x 60,mno,135,0.007,0,0,0,0,,
April,14,camp 3,Low,468 x 60,def,63,0.0031,0,0,0,0,,
April,14,camp 3,Low,468 x 60,mno,92,0.0008,0,0,0,0,,
April,14,camp 3,Medium,468 x 60,def,151,0.0086,0,0,0,0,,
April,14,camp 3,Medium,468 x 60,ghi,2,0.0008,0,0,0,0,,
April,14,camp 3,Medium,468 x 60,mno,300,0.0032,0,0,0,0,,
April,14,camp 3,High,580 x 400,mno,4553,1.5981,9,0.4847,3,46.7747,,
April,14,camp 3,Low,580 x 400,mno,3946,0.2216,17,0.9155,0,0,,
April,14,camp 3,Medium,580 x 400,mno,9029,0.9014,103,5.5472,1,42.9509,,
April,14,camp 3,High,670 x 90,def,453,0.1253,0,0,0,0,,
April,14,camp 3,High,670 x 90,ghi,90,0.0795,0,0,0,0,,
April,14,camp 3,High,670 x 90,jkl,25,0.0189,0,0,0,0,,
April,14,camp 3,High,670 x 90,mno,1347,0.2285,1,0.0538,0,0,,
April,14,camp 3,Low,670 x 90,def,332,0.0353,2,0.1077,0,0,,
April,14,camp 3,Low,670 x 90,ghi,26,0.031,0,0,0,0,,
April,14,camp 3,Low,670 x 90,jkl,1,0.0008,0,0,0,0,,
April,14,camp 3,Low,670 x 90,mno,1499,0.0296,3,0.1615,0,0,,
April,14,camp 3,Medium,670 x 90,def,1298,0.1744,6,0.3231,0,0,,
April,14,camp 3,Medium,670 x 90,ghi,99,0.1044,0,0,0,0,,
April,14,camp 3,Medium,670 x 90,jkl,29,0.0199,1,0.0538,0,0,,
April,14,camp 3,Medium,670 x 90,mno,3750,0.1226,6,0.3231,0,0,,
April,14,camp 3,High,728 x 90,def,6819,1.4778,10,0.5385,0,0,,
April,14,camp 3,High,728 x 90,ghi,857,0.9274,9,0.4842,0,0,,
April,14,camp 3,High,728 x 90,jkl,1619,0.6125,5,0.2695,0,0,,
April,14,camp 3,High,728 x 90,mno,19194,3.4439,35,1.885,3,135.1718,,
April,14,camp 3,High,728 x 90,#N/A,4,0.0032,0,0,0,0,,
April,14,camp 3,Low,728 x 90,def,5093,0.4465,20,1.0771,0,0,,
April,14,camp 3,Low,728 x 90,ghi,239,0.2552,2,0.1077,0,0,,
April,14,camp 3,Low,728 x 90,jkl,71,0.0195,0,0,0,0,,
April,14,camp 3,Low,728 x 90,mno,25132,0.7848,47,2.5312,1,13.4373,,
April,14,camp 3,Medium,728 x 90,def,15665,1.8461,61,3.2852,0,0,,
April,14,camp 3,Medium,728 x 90,ghi,863,0.8538,8,0.4308,0,0,,
April,14,camp 3,Medium,728 x 90,jkl,787,0.2591,10,0.5385,0,0,,
April,14,camp 3,Medium,728 x 90,mno,58552,2.9297,145,7.8093,2,29.1636,,
April,15,camp 1,High,160 x 600,abc,16,0.0245,0,0,0,0,,
April,15,camp 1,High,160 x 600,def,19291,22.2597,135,25,29,1895.9934,,
April,15,camp 1,High,160 x 600,ghi,14118,26.4226,111,20,30,1817.5809,,
April,15,camp 1,High,160 x 600,mno,135808,170.7056,1111,209,426,20278.673,,
April,15,camp 1,Low,160 x 600,def,430,0.0478,1,0.1885,0,0,,
April,15,camp 1,Low,160 x 600,ghi,13,0.0219,0,0,0,0,,
April,15,camp 1,Low,160 x 600,mno,1989,0.5056,1,0.1885,0,0,,
April,15,camp 1,Medium,160 x 600,def,2497,1.3861,21,3.9599,1,155.1394,,
April,15,camp 1,Medium,160 x 600,ghi,615,1.0808,5,0.9408,2,249.8504,,
April,15,camp 1,Medium,160 x 600,mno,15169,8.6388,139,26.2054,11,702.4032,,
April,15,camp 1,High,240 x 400,def,46619,41.342,218,41,62,3440.721,,
April,15,camp 1,High,240 x 400,ghi,402793,366.4479,9633,1816,2747,138581.6624,,
April,15,camp 1,High,240 x 400,jkl,55795,27.8467,483,91,180,10808.6539,,
April,15,camp 1,High,240 x 400,mno,137399,350.1544,1473,277,442,22966.2848,,
April,15,camp 1,Low,240 x 400,def,504,0.0767,1,0.1885,0,0,,
April,15,camp 1,Low,240 x 400,ghi,1388,1.0821,25,4.7084,0,0,,
April,15,camp 1,Low,240 x 400,jkl,295,0.1415,2,0.3771,0,0,,
April,15,camp 1,Low,240 x 400,mno,1202,0.2898,4,0.7542,0,0,,
April,15,camp 1,Medium,240 x 400,def,4843,2.2437,21,3.9599,1,43.0748,,
April,15,camp 1,Medium,240 x 400,ghi,25445,21.9762,823,155.1642,61,4529.6603,,
April,15,camp 1,Medium,240 x 400,jkl,4135,2.0583,34,6.4036,5,617.3333,,
April,15,camp 1,Medium,240 x 400,mno,10606,12.1961,96,18.0946,16,820.5185,,
April,15,camp 1,High,300 x 250,abc,13,0.0206,0,0,0,0,,
April,15,camp 1,High,300 x 250,def,39886,43.3744,202,38,111,3554.0322,,
April,15,camp 1,High,300 x 250,ghi,59260,42.0348,870,164,283,14980.657,,
April,15,camp 1,High,300 x 250,jkl,6102,3.5656,23,4,12,1193.371,,
April,15,camp 1,High,300 x 250,mno,232911,301.8871,1606,302,602,31173.1319,,
April,15,camp 1,Low,300 x 250,def,360,0.0897,0,0,0,0,,
April,15,camp 1,Low,300 x 250,ghi,150,0.0865,3,0.5657,0,0,,
April,15,camp 1,Low,300 x 250,jkl,32,0.0214,1,0.1866,0,0,,
April,15,camp 1,Low,300 x 250,mno,2491,0.5364,7,1.3199,3,100.5483,,
April,15,camp 1,Medium,300 x 250,def,3503,2.5829,34,6.4113,5,141.5758,,
April,15,camp 1,Medium,300 x 250,ghi,2311,1.5419,67,12.6264,0,0,,
April,15,camp 1,Medium,300 x 250,jkl,457,0.2842,2,0.3771,0,0,,
April,15,camp 1,Medium,300 x 250,mno,24972,13.9739,175,32.9842,20,1601.7396,,
April,15,camp 1,High,468 x 60,def,1188,0.4168,0,0,1,55.278,,
April,15,camp 1,High,468 x 60,ghi,503,0.2032,3,0,0,0,,
April,15,camp 1,High,468 x 60,jkl,8,0.0053,0,0,0,0,,
April,15,camp 1,High,468 x 60,mno,2385,1.6484,5,0,10,718.1158,,
April,15,camp 1,Low,468 x 60,def,3,0.0003,0,0,0,0,,
April,15,camp 1,Low,468 x 60,mno,18,0.0012,0,0,0,0,,
April,15,camp 1,Medium,468 x 60,def,128,0.07,0,0,0,0,,
April,15,camp 1,Medium,468 x 60,ghi,25,0.0101,1,0.1885,0,0,,
April,15,camp 1,Medium,468 x 60,jkl,2,0.0013,0,0,0,0,,
April,15,camp 1,Medium,468 x 60,mno,227,0.04,2,0.3771,0,0,,
April,15,camp 1,High,580 x 400,mno,37725,109.2256,604,114,292,13955.4559,,
April,15,camp 1,Low,580 x 400,mno,316,0.1332,3,0.5657,0,0,,
April,15,camp 1,Medium,580 x 400,mno,3205,4.3524,43,8.1085,5,386.0571,,
April,15,camp 1,High,670 x 90,def,6115,11.4653,43,8,26,1432.0267,,
April,15,camp 1,High,670 x 90,ghi,18737,14.0352,89,16,53,2040.5825,,
April,15,camp 1,High,670 x 90,jkl,528,0.3899,3,0,0,0,,
April,15,camp 1,High,670 x 90,mno,16341,27.4235,138,26,44,2003.7878,,
April,15,camp 1,Low,670 x 90,def,99,0.0354,0,0,0,0,,
April,15,camp 1,Low,670 x 90,ghi,21,0.0261,0,0,0,0,,
April,15,camp 1,Low,670 x 90,jkl,1,0.0003,0,0,0,0,,
April,15,camp 1,Low,670 x 90,mno,127,0.0199,0,0,0,0,,
April,15,camp 1,Medium,670 x 90,def,568,0.4528,3,0.5657,0,0,,
April,15,camp 1,Medium,670 x 90,ghi,1077,0.7478,4,0.7542,0,0,,
April,15,camp 1,Medium,670 x 90,jkl,37,0.0242,1,0.1885,0,0,,
April,15,camp 1,Medium,670 x 90,mno,1610,1.2585,14,2.6399,1,47.2907,,
April,15,camp 1,High,728 x 90,abc,19,0.0302,0,0,0,0,,
April,15,camp 1,High,728 x 90,def,75469,85.5732,381,71,142,7572.6765,,
April,15,camp 1,High,728 x 90,ghi,218025,288.8021,2580,486,1098,48478.939,,
April,15,camp 1,High,728 x 90,jkl,29885,12.5282,197,37,110,3155.4044,,
